Character,Moon,CharMoon,Move,Damage,Red Damage,Proration,Cancel,Guard,First Active,Active,Recovery,Frame Adv,TotalFrames,Circuit,Image,Image2
Len,Full_Moon,F-Len,Ephemeral Dream,"250, 850*14, 1000 (4765)",(3416),50% (O),-,LHA,4+2,X,86,-35 (min),91,removes all,https://mizuumi.wiki/images/9/9f/Lenaad.png,
Len,Full_Moon,F-Len,Cream Puff Dream REM,"750*12, 500 (3772 ~ 7169)",(3416 ~ 6451),50% + 50% * remaining BH time,-,U,1+0,16,Until Landing+36,-,53,removes all,https://mizuumi.wiki/images/9/90/LenLA.png,
Len,Half_Moon,H-Len,5A (5A),350*2,200*2,78% (O),"SE, -N-, -SP-, -CH-, -EX-, (J)",LH,4,1 (2) 5,5,2,16,2.8%*2,https://wiki.gbl.gg/images/c/c3/HLen_5A_1.png,
Len,Half_Moon,H-Len,5A (5A~6A),600,400,80% (M),"N, SP, -CH-, EX, (J)",LH,8,4,16,-5,16,4.2%,https://wiki.gbl.gg/images/c/c3/HLen_5A_1.png,
Len,Half_Moon,H-Len,5A (5A~6A~6A),1000,800,60% (O),"(N), SP, EX, (J)",LH,11,4,16,-2,16,7.0%,https://wiki.gbl.gg/images/c/c3/HLen_5A_1.png,
Len,Half_Moon,H-Len,5B,"300, 500*2","200, 300*2",80% (O),"N, SP, EX, (J)",L,8,8,12,-3,27,"1.75%, 3.15%*2",https://mizuumi.wiki/images/1/17/HLen_5B.png,
Len,Half_Moon,H-Len,5C,"450, 400, 400*3","300, 250, 250*3",80% (O),"N, SP, EX, (J)",LH,7,5 (11) 3 (1) 4,16,-5,46,"3.5%, 3.0%, 3.0%*3",https://mizuumi.wiki/images/2/2a/HLen_5C_1.png,
Len,Half_Moon,H-Len,2A,300,120,76% (O),"-SE-, -N-, -SP-, -CH-, -EX-, (J)",LH,4,3,9,0,15,2.1%,https://wiki.gbl.gg/images/3/36/HLen_2A.png,
Len,Half_Moon,H-Len,2B,650,400,65% (O),"N, SP, EX, (J)",L,8,3,16,-4,26,4.9%,https://mizuumi.wiki/images/6/66/HLen_2B.png,
Len,Half_Moon,H-Len,2C,750,450,100%,-,LH,14,7,17,-4 ~ 2,37,7.0%,https://mizuumi.wiki/images/d/d7/HLen_2C_1.png,
Len,Half_Moon,H-Len,j.A,300,160,75% (O),"N, SP, EX, J",LHA,6,4,8,-,17,2.1%,https://mizuumi.wiki/images/1/16/HLen_j%2CA.png,
Len,Half_Moon,H-Len,j.B,700,400,90% (O),"N, SP, EX, J",HA,8,8,-,-,15,5.6%,https://mizuumi.wiki/images/7/73/HLen_j.B.png,
Len,Half_Moon,H-Len,j.C,1050,700,90% (M),"N, SP, EX, J",HA,11,3,-,-,13,8.4%,https://mizuumi.wiki/images/1/17/HLen_j.C.png,
Len,Half_Moon,H-Len,4B,800,500,75% (O),"N, SP, EX, (J)",LH,10,4,20,-9,33,3.5%,https://mizuumi.wiki/images/5/54/HLen_4B.png,
Len,Half_Moon,H-Len,3C,1000,600,78% (O),"N, SP, EX, (J)",LH,6,7,24,-13 ~ -7,36,10.5%,https://mizuumi.wiki/images/7/70/HLen_3C.png,
Len,Half_Moon,H-Len,j.2C,300*4,"150*4,",80% (M),-,HA,10,4 (6) 4,0,-,23,2.8%,https://mizuumi.wiki/images/e/eb/HLen_j.2C.png,
Len,Half_Moon,H-Len,Ground Throw,1200,490,30%,-,U,3,1,22,-,25,0.0%,https://mizuumi.wiki/images/f/f2/Lenthrow.png,
Len,Half_Moon,H-Len,Air Throw,1600 (Raw) 1100 (Ender),441,30% (Raw) 90% (M) (Ender),-,U,2,1,Until Landing+12,-,14,0.0%,https://mizuumi.wiki/images/0/07/Lenairthrow.png,
Len,Half_Moon,H-Len,Shield Counter (Standing),500,198,50%,"(SP), (EX), (J)",LHA,9,4,18,-4,30,3.5%,https://mizuumi.wiki/images/4/48/Lensc.png,
Len,Half_Moon,H-Len,Shield Counter (Crouching),1500,662,50%,"(SP), (EX)",LA,9,4,18,-4,30,10.5%,https://mizuumi.wiki/images/4/48/Lensc.png,
Len,Half_Moon,H-Len,Shield Counter (Aerial),500,198,50%,-,HA,9,4,-,-,30,3.5%,https://mizuumi.wiki/images/4/48/Lensc.png,
Len,Half_Moon,H-Len,Shield Bunker (Bunker),500,196,100%,-,LHA,26,4,19,-5,48,0.0%,https://mizuumi.wiki/images/c/c2/CLen_Bunker.png,
Len,Half_Moon,H-Len,Shield Bunker ((Clash)),500,196,100%,-,LHA,7,4,19,-5,48,0.0%,https://mizuumi.wiki/images/c/c2/CLen_Bunker.png,
Len,Half_Moon,H-Len,Shield Bunker (Blockstun),0,0,100%,-,LHA,19,3,22,-7,48,-100.0%,https://mizuumi.wiki/images/c/c2/CLen_Bunker.png,
Len,Half_Moon,H-Len,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/b/b7/Lenspark.png,
Len,Half_Moon,H-Len,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/b/b7/Lenspark.png,
Len,Half_Moon,H-Len,Fleur Freeze (A),800,550,100%,-EX-,LA,19,8,26,-9,52,5.6%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Half_Moon,H-Len,Fleur Freeze ([A]),1500,850,60% (O),-EX-,L,45,8,8,28,52,8.4%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Half_Moon,H-Len,Fleur Freeze (B),800,550,100%,-,LHA,17,8,15,-8,52,5.6%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Half_Moon,H-Len,Fleur Freeze ([B]),800,550,60% (O),-,LH,33,10,23,11,52,5.6%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Half_Moon,H-Len,Fleur Freeze (EX),500*8,300*8,40% (O),"(N), (SP), (J), (EX)",LH,3+14,17,18,18,52,-100.0%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Half_Moon,H-Len,London Rondo (A),"300*3, 500","100*3, 300",100%,"-CH-, EX",LHA,7,17 (7) 3,14,-2,47,"2.1%, 4.2%",https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Half_Moon,H-Len,London Rondo (B),"350*3, 1200","120*3, 1000","100%, 80% (M)",-CH-,LHA,10,17 (11) 3,24,-15,47,"2.1%, 8.4%",https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Half_Moon,H-Len,London Rondo (623X~A),"300*3, 500","100*3, 300",100%,EX,LHA,-,17 (11) 2,9,1,47,"2.1%, 4.2%",https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Half_Moon,H-Len,London Rondo (623X~B),-,-,-,-,-,-,-,"19 , 20","-13 , -14",47,-,https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Half_Moon,H-Len,London Rondo (EX),"300*8, 1000","200*8, 800","100%, 70% (M)",-,LHA,2+4,24 (11) 9,19,"-30, -16",47,-100%,https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Half_Moon,H-Len,Grass Grass Tea Time (A),-,-,-,-,-,28,1,11,-,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Half_Moon,H-Len,Grass Grass Tea Time ((Brown)),-,-,-,-,-,-,288,-,-,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Half_Moon,H-Len,Grass Grass Tea Time ((Tiger)),100,0,100%,-,LHA,19,144,-,19,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Half_Moon,H-Len,Grass Grass Tea Time (B),-,-,-,-,-,28,1,11(+16),-,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Half_Moon,H-Len,Grass Grass Tea Time ((Black)),100,0,50% (O),-,LHA,19,384,-,19,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Half_Moon,H-Len,Grass Grass Tea Time ((Silver)),-,-,-,-,-,19,325,-,-,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Half_Moon,H-Len,Cat Rocket,"222, 850","100, 250","100%, 50% (O)",-,"HA, LHA",28,"22 (30) 6, [(3), 3]xN",11,"-10 ~ 11, 18+26",99,"0.70%, 2.10%",https://mizuumi.wiki/images/7/77/HLen_214C.png,
Len,Half_Moon,H-Len,Magic the Poe (A),-,-,-,-,-,37,5~365,0,-,,-,https://mizuumi.wiki/images/9/96/Hlen421.png,
Len,Half_Moon,H-Len,Magic the Poe (B / [B]),-,-,-,-,-,37,1~359 / 360*,16,-,,-,https://mizuumi.wiki/images/9/96/Hlen421.png,
Len,Half_Moon,H-Len,Magic the Poe (C),-,-,-,-,-,37,1~360,13,-,,-,https://mizuumi.wiki/images/9/96/Hlen421.png,
Len,Half_Moon,H-Len,Fleur Freeze (Air) (A),800,550,100%,-EX-,LHA,12,8,7,4*,26,5.6%,https://mizuumi.wiki/images/e/e3/Hlenj236A.png,
Len,Half_Moon,H-Len,Fleur Freeze (Air) (B),800,550,100%,-EX-,LHA,13,8,7,0*,26,5.6%,https://mizuumi.wiki/images/e/e3/Hlenj236A.png,
Len,Half_Moon,H-Len,Fleur Freeze (Air) ([B]),800,550,60% (O),-EX-,LH,25,8,7,33*,26,5.6%,https://mizuumi.wiki/images/e/e3/Hlenj236A.png,
Len,Half_Moon,H-Len,Fleur Freeze (Air) (EX),500*7 (2904),(2483),100%,-,LHA,1+10 ~ 1+20,8 ~ 18,Until Landing+6,-10 ~ 0 (TK),26,-100%,https://mizuumi.wiki/images/e/e3/Hlenj236A.png,
Len,Half_Moon,H-Len,Ephemeral Transience,440*N,360*N,50%,-,LHA,8+11,X,41,-10 ~ 252,59,Removes HEAT,https://mizuumi.wiki/images/b/b3/HLen_AD.png,
Len,Crescent_Moon,C-Len,5A,350*2 (614),(343),78% (O),"-SE-, -N-, -SP-, -EX-, (J)",LH,4,1 (2) 5,5,"-1, 2",16,4.0%*2 (8.0%),https://wiki.gbl.gg/images/c/c3/HLen_5A_1.png,
Len,Crescent_Moon,C-Len,5B,"300, 500*2 (1061)",(643),80% (O),"N, SP, EX, (J)",LH,8,"2, 3, 3",10,-1,25,"2.5%, 4.5*2 (11.5%)",https://mizuumi.wiki/images/f/f4/MB_CLen_5B1.png,
Len,Crescent_Moon,C-Len,5C,"450, 400*4 (1700)",(1058),85% (O),"N, SP, EX, (J)",LH,7,"2, 3 (11) 2, 1 (1) 4",16,-25 ~ -5,46,"5.0%, 3.0%*3, 5.0% (19.0%)",https://mizuumi.wiki/images/2/2a/HLen_5C_1.png,
Len,Crescent_Moon,C-Len,2A,300,117,76% (O),"-SE-, -N-, -SP-, -EX-, (J)",LH,4,3,9,0,15,3.0%,https://wiki.gbl.gg/images/3/36/HLen_2A.png,
Len,Crescent_Moon,C-Len,2B,650,392,65% (O),"N, SP, EX, (J)",L,8,3,16,-4,26,7.0%,https://mizuumi.wiki/images/6/66/HLen_2B.png,
Len,Crescent_Moon,C-Len,2C,750,441,100%,-,LH,14,7,17,-4 ~ 2,37,10.0%,https://mizuumi.wiki/images/d/d7/HLen_2C_1.png,
Len,Crescent_Moon,C-Len,j.A,300,156,75% (O),"SE, N, SP, EX, J",LHA,6,4,8,-,17,3.0%,https://mizuumi.wiki/images/1/16/HLen_j%2CA.png,
Len,Crescent_Moon,C-Len,j.B,700,392,90% (O),"N, SP, EX, J",HA,8,8,-,-,15,8.0%,https://mizuumi.wiki/images/7/73/HLen_j.B.png,
Len,Crescent_Moon,C-Len,j.C,1050,686,90% (M),"N, SP, EX, J",HA,11,3,-,-,13,12.0%,https://mizuumi.wiki/images/1/17/HLen_j.C.png,
Len,Crescent_Moon,C-Len,4B (4B),800,490,75% (O),"N, SP, EX, (J)",LH,10,4,20,-9,33,8.0%,https://mizuumi.wiki/images/5/54/HLen_4B.png,
Len,Crescent_Moon,C-Len,4B (4[B]),1200,686,75% (O),"N, SP, EX, (J)",LH,22,4,16,-3,33,10.0%,https://mizuumi.wiki/images/5/54/HLen_4B.png,
Len,Crescent_Moon,C-Len,3C,1000,588,78% (O),"N, SP, EX, (J)",LH,6,7,24,-13,36,10.0%,https://mizuumi.wiki/images/7/70/HLen_3C.png,
Len,Crescent_Moon,C-Len,j.2C,300*4 (849),(414),80% (M)*4,-,HA,10,"2, 2 (6) 2, 2",-,-,23,4.0%*4 (16.0%),https://mizuumi.wiki/images/e/eb/HLen_j.2C.png,
Len,Crescent_Moon,C-Len,Ground Throw,1200,490,30%,-,U,3,1,22,-,25,0.0%,https://mizuumi.wiki/images/f/f2/Lenthrow.png,
Len,Crescent_Moon,C-Len,Air Throw,"1600 (1440, Raw) 1100",441,30%,-,U,2,1,Until Landing+12,-,14,0.0%,https://mizuumi.wiki/images/0/07/Lenairthrow.png,
Len,Crescent_Moon,C-Len,Shield Bunker (Bunker),500,196,100%,-,LHA,26,4,19,-5,48,0.0% (-50.0% in blockstun),https://mizuumi.wiki/images/c/c2/CLen_Bunker.png,
Len,Crescent_Moon,C-Len,Shield Bunker ((Clash)),500,196,100%,-,LHA,7,4,19,-5,48,0.0%/-50.0%,https://mizuumi.wiki/images/c/c2/CLen_Bunker.png,
Len,Crescent_Moon,C-Len,Heat,100,0,100%,-,U,19,3,25,-,46,-100.0% (min),https://wiki.gbl.gg/images/7/7a/CLen_Heat.png,
Len,Crescent_Moon,C-Len,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/b/b7/Lenspark.png,
Len,Crescent_Moon,C-Len,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/b/b7/Lenspark.png,
Len,Crescent_Moon,C-Len,Fleur Freeze (A),800,539,100%,-EX-,LA,19,8,26,-9,52,8.0%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Crescent_Moon,C-Len,Fleur Freeze ([A]),1500,833,60% (O),-EX-,L,45,8,8,28,52,12.0%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Crescent_Moon,C-Len,Fleur Freeze (B),800,539,100%,-,LHA,17,8,15,-8,52,8.0%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Crescent_Moon,C-Len,Fleur Freeze ([B]),800*2 (1209),(814),60% (O),-,LH,33,10,23,11 ~ 13,52,8.0%*2 (16.0%),https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Crescent_Moon,C-Len,Fleur Freeze (EX),500*8 (3188),(1904),40% (O),-,LH,3+14,"2 x7, 3",18,-17 ~ 18,52,-100.0%,https://mizuumi.wiki/images/d/de/HLen_236A.png,
Len,Crescent_Moon,C-Len,London Rondo (A),"300*3, 500 (1324)",(549),100%,"-CH-, -EX-",LHA,7,27,14,-2,47,"3.0%*3, 6.0% (15.0%)",https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Crescent_Moon,C-Len,London Rondo (~A),"300*6, 500","98*6, 294",100%,-EX-,LHA,7,62,9,1,47,"3.0%*6, 6.0% (24.0%)",https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Crescent_Moon,C-Len,London Rondo (~B),300*3 (871),(283),100%,-EX-,LHA,7,"6, 6, 5",21,-14,47,3.0%*3 (9.0%),https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Crescent_Moon,C-Len,London Rondo (B),"350*3, 1000 (2104)",(1227),80% (M),-CH-,LHA,10,"6, 6, 5 (11) 3",24,-15,47,"3.0%*3, 12.0% (21.0%)",https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Crescent_Moon,C-Len,London Rondo (~A),"350*3, 300*3, 500","117*3, 98*3, 294",100%,-EX-,LHA,10,63,9,1,47,"3.0%*6, 6.0% (24.0%)",https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Crescent_Moon,C-Len,London Rondo (~B),350*3 (1017),(339),100%,-EX-,LHA,10,"6, 6, 5",21,-14,47,3.0%*3 (9.0%),https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Crescent_Moon,C-Len,London Rondo (EX),"300*8, 1000 (2884)",(1927),70% (M),-,LHA,2+4,"3 x8, (11) 9",19,-16,47,-100.0%,https://mizuumi.wiki/images/1/16/CLen_623AB.png,
Len,Crescent_Moon,C-Len,Grass Grass Tea Time (A),-,-,-,-,-,28,1,11,-,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Crescent_Moon,C-Len,Grass Grass Tea Time (Brown),-,-,-,-,-,-,288,-,-,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Crescent_Moon,C-Len,Grass Grass Tea Time (Tiger),100,0,100%,-,LHA,19,144,-,19,39,-,https://mizuumi.wiki/images/e/e7/HLen_214A.png,
Len,Crescent_Moon,C-Len,Cat Rocket,"222, 850","100, 250","100%, 50%",-,LHA,28,"22 (30) 6, [(3), 3]xN",11,"-10, 18+26",99,"0.70%, 2.10%",https://mizuumi.wiki/images/7/77/HLen_214C.png,
Len,Crescent_Moon,C-Len,Pretty Walk (A),-,-,-,-,-,-,-,37,-,37,-,https://mizuumi.wiki/images/2/2d/Clen421a.png,
Len,Crescent_Moon,C-Len,Pretty Walk (B),-,-,-,-,-,-,-,32,-,37,-,https://mizuumi.wiki/images/2/2d/Clen421a.png,
Len,Crescent_Moon,C-Len,Pretty Walk (C),-,-,-,-,-,-,-,39,-,37,-,https://mizuumi.wiki/images/2/2d/Clen421a.png,
Len,Crescent_Moon,C-Len,Divine Punishment,1200,588,60% (O),-,H,42,4,26,-2,71,5.0%,https://mizuumi.wiki/images/1/10/CLen_421D.png,
Len,Crescent_Moon,C-Len,Powder Snow,500,392,100% (O),-,N/A*,32,X 398,11,-,42,5.0%,https://wiki.gbl.gg/images/1/14/Clen624c.png,
Len,Crescent_Moon,C-Len,Fleur Freeze (Air) (A),800,539,100%,-EX-,LHA,11,8,Until Landing+6,-9 (TK),24,8.0%,https://mizuumi.wiki/images/9/9c/Clenj236A.png,
Len,Crescent_Moon,C-Len,Fleur Freeze (Air) (B),800,539,100%,-EX-,LHA,12,8,Until Landing+6,-4 (TK),24,8.0%,https://mizuumi.wiki/images/9/9c/Clenj236A.png,
Len,Crescent_Moon,C-Len,Fleur Freeze (Air) ([B]),800*2,539*2,60% (O),-,LHA,28,8,Until Landing+6,24 (TK),24,8.0%*2 (16.0%),https://mizuumi.wiki/images/9/9c/Clenj236A.png,
Len,Crescent_Moon,C-Len,Fleur Freeze (Air) (EX),500*7 (2904),(2533),100%,-,LHA,1+10 ~ 1+20,8 ~ 18,Until Landing+6,-10 ~ 0 (TK),24,-100.0%,https://mizuumi.wiki/images/9/9c/Clenj236A.png,
Len,Crescent_Moon,C-Len,Ephemeral Transience,440*N,352*N,50% (O),-,LHA,8+11,X,41,-10 (min),59,removes all,https://mizuumi.wiki/images/b/b3/HLen_AD.png,
Len,Crescent_Moon,C-Len,Ephemeral Dream,"250, 850*14, 1000 (4765)",(3316),50% (O),-,LHA,4+2,X,86,-35 (min),91,removes all,https://mizuumi.wiki/images/9/9f/Lenaad.png,
Len,Crescent_Moon,C-Len,Cream Puff Dream REM,"750*12, 500 (3772 ~ 7169)",(3312 ~ 6257),50% + 50% * remaining BH time,-,U,1+0,16,Until Landing+36,-,53,removes all,https://mizuumi.wiki/images/9/90/LenLA.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,5A,300,202,78% (O),"-SE-, -N-, -SP-, -EX-, (J)",LH,5,3,7,2,14,2.7%,https://wiki.gbl.gg/images/e/ee/MBFMech5A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,5B,700,505,100%,"N, SP, EX, (J)",LH,9,4,10,1,22,6.3%,https://mizuumi.wiki/images/c/c5/MBFMech5B.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,5C,500*3 (1452),(880),100%,"N, SP, EX, (J)",L,11,2 (2) 2 (2) 2,10,6,30,3.6%*3 (10.8%),https://mizuumi.wiki/images/f/f0/MBFMech5C.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,2A,320,161,78% (O),"-SE-, -N-, -SP-, -EX-, (J)",L,4,4,5,3,12,2.52%,https://mizuumi.wiki/images/b/b7/MBFMech2A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,2B,500*2 (887),(537),80% (O),"N, SP, EX, (J)",L,7,"4, 2",18,-5,30,4.5%*2 (9.0%),https://mizuumi.wiki/images/e/eb/MBFMech2B.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,2C (2C),950,606,60% (O),"N, SP, EX, (J)",L,13,3,19,-4,34,7.2%,https://mizuumi.wiki/images/8/8d/MBFMech2C.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,2C (2[C]),1600,1212,80% (O),"N, SP, EX, (J)",L,25,3,13,2,34,14.4%,https://mizuumi.wiki/images/8/8d/MBFMech2C.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,j.A,300,202,75% (O),"SE, N, J",HA,4,4,11,-,18,2.7%,https://mizuumi.wiki/images/0/00/MBFMechjA.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,j.B,600,363,100%,"N, J",HA,8,4,Until Landing+0,-,11,4.5%,https://mizuumi.wiki/images/c/c9/MBFMechjB.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,j.C (j.C),1100,707,90% (M) / 50% (O),"N, J",HA,11,7,Until Landing+0,-,17,7.2%,https://mizuumi.wiki/images/c/c9/MBFMechjC.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,j.C (j.[C]),1600,1111,100%,"N, J",HA,27,8,Until Landing+0,-,17,12.6%,https://mizuumi.wiki/images/c/c9/MBFMechjC.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,6C,650,404,65% (O),"SP, EX, (J)",LHA,11,4,22,-8,36,4.5%,https://mizuumi.wiki/images/5/58/MBFMech6C.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,j.2C,250*8 (1776),(1436),100%,-EX-,LHA,14,"3, 3, 3, 3, 3, 3, 3, 3",Until Landing+8,1 (TK),45,1.8%*8 (14.4%),https://mizuumi.wiki/images/e/e1/MBFMechj2C.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Ground Throw,"500*6, 300 (1680)",805,50%,-,U,3,1,22,-,25,0.0%,https://mizuumi.wiki/images/f/f7/MBFMechThrow.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Air Throw,1600 (Gold)/1200,489,30%,-,U,2,1,Until Landing+12,-,14,0.0%,https://wiki.gbl.gg/images/b/b5/MBFMechThrowAir.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Shield Counter (Ground),500 (345),202,50%,"(SP), (EX), (J)",LHA,9,4,18,-4,30,4.5%,https://mizuumi.wiki/images/7/70/MBFMechSC.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Shield Counter (Air),500 (345),202,50%,-,HA,9,4,Until Landing+2,-,30,4.5%,https://mizuumi.wiki/images/7/70/MBFMechSC.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Shield Bunker (Bunker),500,202,50%,-,LHA,26,4,19,-5,48,0.0% (-50.0% in blockstun),https://mizuumi.wiki/images/4/4a/MBFMech214D.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Shield Bunker ((Clash)),500,202,50%,-,LHA,7,4,19,-5,48,0.0%/-50.0%,https://mizuumi.wiki/images/4/4a/MBFMech214D.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Blood Heat,100,0,100%,-,U,18,4,24,-,45,uses all,https://wiki.gbl.gg/images/0/0c/MBFMechHeat.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/2/27/MBFMechCSpark.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/2/27/MBFMechCSpark.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Sweep (Assault)(EX: Delete (Rocket Launcher)) (A),"320*3, 500 (1383)",(952),100%,-EX-,HA (Whiffs vs Crouch.),12,17,20,-5,48,"2.7%*3, 4.5% (12.6%)",https://mizuumi.wiki/images/9/9d/MBFMech236A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Sweep (Assault)(EX: Delete (Rocket Launcher)) (B),"280*5, 500 (1732)",(1285),100%,-EX-,HA (Whiffs vs Crouch.),17,23,26,-9,48,"2.52%*5, 4.5% (17.1%)",https://mizuumi.wiki/images/9/9d/MBFMech236A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Sweep (Assault)(EX: Delete (Rocket Launcher)) (EX),2500,2020,100%,-,L (Whiffs vs Crouch.),5+5,X,30,-,48,"-100.0%, 22.5% (-77.5%)",https://mizuumi.wiki/images/9/9d/MBFMech236A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Sweep (Assault)(EX: Delete (Rocket Launcher)) ((Backblast)),1500,1010,92%,-,U,5+8,5,22,-,48,13.5%,https://mizuumi.wiki/images/9/9d/MBFMech236A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Fingerbritt (A),400*4 (1524),(769),100%,-EX-,LHA,7,10,17,-6,33,4.5%*4 (18.0%),https://mizuumi.wiki/images/b/b9/MBFMech623AB.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Fingerbritt (B),400*6 (2211),(1115),100%,-EX-,LHA,25,21,12,-6 / 0,33,3.6%*6 (21.6%),https://mizuumi.wiki/images/b/b9/MBFMech623AB.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Fingerbritt (EX),300*10 (2574),(2162),100%,-,LHA,1+7,37,14,-12,33,-100.0%,https://mizuumi.wiki/images/b/b9/MBFMech623AB.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Rumbling Bomb(EX: One Hit - Steel Ball) (A),800,505,70% (M),-,HA,24 / 21,X,26 / 29,4 ~ 30,49,7.2%,https://mizuumi.wiki/images/c/ce/MBFMech214A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Rumbling Bomb(EX: One Hit - Steel Ball) ([A] (Max)),800*5 (2116),(1334),70% (M)*5,-,HA,24 / 21,45,39 / 42,-10 ~ 15,49,7.2%*4 (36.0%),https://mizuumi.wiki/images/c/ce/MBFMech214A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Rumbling Bomb(EX: One Hit - Steel Ball) (B),800,505,70% (M),-,HA,24 / 21,X,31 / 34,-1 ~ 36,49,7.2%,https://mizuumi.wiki/images/c/ce/MBFMech214A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Rumbling Bomb(EX: One Hit - Steel Ball) ([B] (Max)),800*5 (2116),(1334),70% (M)*5,-,HA,24 / 21,45,44 / 47,-15 ~ 23,49,7.2%*4 (36.0%),https://mizuumi.wiki/images/c/ce/MBFMech214A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Rumbling Bomb(EX: One Hit - Steel Ball) (EX),1200,1010,80% (O),-,LH,7+5 / 7+4,X,23 / 24,4 ~ variable,49,-100.0%,https://mizuumi.wiki/images/c/ce/MBFMech214A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Various Amberjangs (A),-,-,-,-,-,41,-,6,-,46,-,https://mizuumi.wiki/images/1/1c/MBFMech22A.png,
Mech-Hisui,Full_Moon,F-Mech-Hisui,Various Amberjangs ((Summon)),300 (264),(177),70%,-,LH,67,"12 (48) x3, 12",83,-,46,2.7%,https://mizuumi.wiki/images/1/1c/MBFMech22A.png,
